,J6,J7,J8,J9,J10,J1,J2,J3,J4,J13,J14,J15,J21,J22,J23,J16,J12,J24,J25,J5,J11,J17,J26,J27,J20,J18,J19,R1,T1,T2,sum,percent,category
Head (P18),1228.7967376708984,1227.900146484375,1227.4132080078125,1227.2771186828613,1225.9253234863281,1227.827350616455,1227.2994003295898,1226.9378089904785,1226.5453414916992,1227.284824371338,1226.0888862609863,1225.3672943115234,1225.3607711791992,1225.3491439819336,1225.3489151000977,1225.3923225402832,1228.216854095459,1225.3465003967285,1108.71000289917,1141.068588256836,1225.5959434509277,1225.4375801086426,1225.3179206848145,1225.2568855285645,1228.1041069030762,1225.3870239257812,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36344.1861076355,99.95,CAT-1
Head (P9),1228.7967376708984,1227.8680839538574,1227.3025550842285,1227.0101432800293,1226.7450485229492,1227.801025390625,1227.2664794921875,1227.0190544128418,1227.0190544128418,1227.550609588623,1226.9711837768555,1226.8550186157227,1226.7891426086426,1226.7938117980957,1226.783863067627,1226.7863006591797,1228.2765655517578,1226.7789840698242,1108.71000289917,1141.068588256836,1226.7136917114258,1226.719554901123,1226.7586555480957,1226.6949348449707,1228.1638259887695,1226.7860069274902,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36361.65903091431,100.0,CAT-1
Head (P5),1228.796745300293,1227.8680839538574,1227.3025550842285,1227.0101356506348,1226.7450485229492,1227.801025390625,1227.2664833068848,1227.019058227539,1226.7450485229492,1227.550609588623,1226.9711837768555,1226.8550186157227,1226.7891426086426,1226.7938079833984,1226.783863067627,1226.7863006591797,1228.2765655517578,1226.7789840698242,1108.71000289917,1141.068588256836,1226.7136917114258,1226.719554901123,1226.7586555480957,1226.6949310302734,1228.1638259887695,1226.7860069274902,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36361.385025024414,100.0,CAT-1
Head (P4),1228.7967376708984,1227.8657989501953,1227.286808013916,1226.9213981628418,1226.6542930603027,1227.836986541748,1227.413631439209,1226.6507301330566,1226.652114868164,1227.5305519104004,1226.9132347106934,1226.77144241333,1226.7077445983887,1226.7112007141113,1226.7002029418945,1226.7015495300293,1228.2719230651855,1226.69722366333,1108.71000289917,1141.068588256836,1226.6247291564941,1226.631462097168,1226.6761932373047,1226.6119194030762,1228.1591987609863,1226.701400756836,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36359.897174835205,99.99,CAT-1
Head (P3),1228.7967376708984,1227.8337593078613,1227.1124420166016,1226.7788734436035,1226.548828125,1228.093173980713,1226.6121101379395,1226.5764999389648,1226.5657691955566,1227.4748573303223,1226.7848815917969,1226.6386451721191,1226.5778350830078,1226.5811576843262,1226.572452545166,1226.5758361816406,1228.2593078613281,1226.5673217773438,1108.71000289917,1141.068588256836,1226.5124435424805,1226.5159645080566,1226.5463638305664,1226.4830894470215,1228.1465759277344,1226.5754051208496,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36357.13903045654,99.99,CAT-1
Head (P2),1228.796745300293,1227.6218757629395,1226.9782752990723,1226.6710052490234,1226.4638366699219,1226.8196487426758,1226.6976776123047,1226.5607147216797,1226.5231704711914,1227.3417320251465,1226.669490814209,1226.5345268249512,1226.4742813110352,1226.4782180786133,1226.4712677001953,1226.4772834777832,1228.230381011963,1226.463996887207,1108.71000289917,1141.068588256836,1226.4223823547363,1226.423770904541,1226.4434547424316,1226.380958557129,1228.1176376342773,1226.4765586853027,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36353.94758987427,99.98,CAT-1
Head (P29),1228.7967376708984,1227.8680572509766,1227.302822113037,1227.0128479003906,1226.8235206604004,1227.7976913452148,1227.254207611084,1226.9775886535645,1226.9178771972656,1227.5541687011719,1226.9820404052734,1226.872901916504,1226.8036727905273,1226.8085556030273,1226.796371459961,1226.831787109375,1228.2773742675781,1226.7935066223145,1108.71000289917,1141.068588256836,1226.7799911499023,1226.780605316162,1226.7731437683105,1226.7085342407227,1228.1646461486816,1226.796371459961,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36361.88372039795,100.0,CAT-1
Head (P30),1228.796745300293,1227.8680572509766,1227.302833557129,1227.0128631591797,1226.8235778808594,1227.797695159912,1227.254222869873,1226.9776039123535,1226.9179039001465,1227.5541496276855,1226.9820404052734,1226.8729286193848,1226.8036918640137,1226.808578491211,1226.79638671875,1226.8318214416504,1228.2773666381836,1226.7935180664062,1108.71000289917,1141.068588256836,1226.7800407409668,1226.780673980713,1226.7731552124023,1226.7085571289062,1228.1646308898926,1226.8318214416504,1203.9600372314453,1143.0000305175781,1108.71000289917,1203.9600372314453,36361.91956329346,100.0,CAT-1
Head (P31),1228.7967376708984,1227.8679656982422,1227.3025741577148,1227.0122108459473,1226.813877105713,1227.7973823547363,1227.2532196044922,1226.975009918213,1226.91255569458,1227.554988861084,1226.9846839904785,1226.873737335205,1226.8118171691895,1226.817008972168,1226.811336517334,1226.8201866149902,1228.277572631836,1226.801902770996,1108.71000289917,1141.068588256836,1226.7695617675781,1226.7698707580566,1226.7821006774902,1226.7202377319336,1228.1648330688477,1226.8191108703613,1226.8191108703613,1143.0000305175781,1108.71000289917,0.0,35180.8182182312,96.75,CAT-1
Head (P40),1902.4207763671875,1901.4919662475586,1900.9265518188477,1900.6362228393555,1900.437889099121,1901.4213943481445,1900.8772659301758,1900.5989990234375,1900.5365524291992,1901.1790313720703,1900.6086883544922,1900.4977188110352,1900.435806274414,1900.4410018920898,1900.4353256225586,1900.4441604614258,1901.9016036987305,1900.4259033203125,1108.7100524902344,1141.068588256836,1900.3935317993164,1900.3938903808594,1900.4060821533203,1900.344223022461,1901.7888717651367,1900.4430847167969,1203.9600372314453,1143.0000305175781,1108.7100524902344,1203.9600372314453,52528.89533996582,144.46,CAT-1
Demand (P1),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,0.0,4.0969460074480324e-08,-1.9548057243227959,8.082131630615663e-09,-22.97,CAT-4
Demand (P10),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.8349458388984203,1.0242976622443223e-07,-0.11985997749342392,-2.252661057688954e-08,64.02,CAT-3
Demand (P11),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9115603938698769,1.0411479478555918e-07,-0.043245411258785005,-9.57839962900664e-09,27.22,CAT-4
Demand (P12),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058360815048,1.0737079958467177e-07,0.0,-3.7275237785294735e-08,105.94,CAT-1
Demand (P13),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058342188597,1.1316655790238883e-07,0.0,-2.961683431834672e-08,84.17,CAT-2
Demand (P14),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058547079563,1.1229916085930824e-07,0.0,-5.097332800296783e-08,144.87,CAT-1
Demand (P20),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058463260531,1.1045977243995253e-07,0.0,-4.443081325078424e-08,126.28,CAT-1
Demand (P25),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058547079563,1.0894674584704944e-07,0.0,-5.4325743015226635e-08,154.4,CAT-1
Demand (P19),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058565706015,1.150562185525672e-07,0.0,-5.007891545893983e-08,142.33,CAT-1
Demand (P24),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058025538921,1.1064508997904454e-07,0.0,-4.733347047647385e-10,1.35,CAT-4
Demand (P28),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058416694403,1.1439601932394794e-07,1.5010424014860746e-09,-3.4336911092225364e-08,97.59,CAT-1
Demand (P33),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.954805824905634,1.0653450188691238e-07,0.0,-2.6935664587668384e-08,76.55,CAT-2
Demand (P38),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.95480583794415,1.104761191417225e-07,0.0,-3.603256337747496e-08,102.41,CAT-1
Demand (P39),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058714717627,1.0570363029316354e-07,0.0,-7.433266491219115e-08,211.26,CAT-1
Demand (P37),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058714717627,1.0615588164064604e-07,0.0,-7.388041356470865e-08,209.97,CAT-1
Demand (P32),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058658838272,1.1226190332891406e-07,0.0,-6.218645642874776e-08,176.74,CAT-1
Demand (P34),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058286309242,1.1261919041771762e-07,0.0,-2.457626635532506e-08,69.85,CAT-3
Demand (P35),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058342188597,1.090412600213142e-07,0.0,-3.374213219942135e-08,95.9,CAT-1
Demand (P36),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548057178035378,0.0,0.0,-2.6368070393800735e-08,74.94,
Demand (P26),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.0,0.0,0.0,-1.8261017994955182,1.1844054359499978e-07,0.0,1.7341834634976294e-09,-4.93,CAT-4
Demand (P15),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058398067951,1.0860586696637142e-07,5.136739034128368e-09,-3.462872166792863e-08,98.42,CAT-1
Demand (P21),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058360815048,1.130383304737137e-07,0.0,-3.160770689625281e-08,89.83,CAT-2
Demand (P22),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.954805850982666,1.1480951345177459e-07,0.0,-4.473768511203957e-08,127.15,CAT-1
Demand (P23),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058453947306,1.1024023671701855e-07,0.0,-4.3719026399102745e-08,124.25,CAT-1
Demand (P27),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058547079563,1.178788091582561e-07,0.0,-4.5393679704019974e-08,129.01,CAT-1
Demand (P17),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058491200209,1.1079263373403592e-07,0.0,-4.689191968054729e-08,133.27,CAT-1
Demand (P16),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548057988286018,1.0783107851075613e-07,0.0,4.379441254087624e-10,-1.24,CAT-4
Demand (P6),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058491200209,1.1008700306902597e-07,0.0,-4.759755034555724e-08,135.28,CAT-1
Demand (P7),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058528453112,1.0797684724117573e-07,0.0,-5.343299647186939e-08,151.86,CAT-1
Demand (P8),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058584332466,1.1386823783876565e-07,0.0,-5.312954132197234e-08,151.0,CAT-1
Demand (P18),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058193176985,1.1164547442099604e-07,0.0,-1.6236756605891856e-08,46.15,CAT-4
Demand (P9),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548059068620205,1.1129732957471106e-07,0.0,-1.0412922346603182e-07,295.94,CAT-1
Demand (P5),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548059748485684,1.1197464733214701e-07,0.0,-1.714384536555258e-07,487.24,CAT-1
Demand (P4),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058398067951,1.1270952327002703e-07,0.0,-3.5661804398401387e-08,101.35,CAT-1
Demand (P3),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058398067951,1.1106526631721181e-07,0.0,-3.730606135121661e-08,106.03,CAT-1
Demand (P2),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058193176985,1.1360742280253078e-07,0.0,-1.4274808224357116e-08,40.57,CAT-4
Demand (P29),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548059524968266,1.0892074575608035e-07,1.7038693567172913e-08,-1.3510191987364806e-07,383.97,CAT-1
Demand (P30),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548059459775686,1.1051131920680746e-07,0.0,-1.4403078196778552e-07,409.35,CAT-1
Demand (P31),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548058193176985,1.1567460256323159e-07,0.0,-1.2207628463656306e-08,34.7,CAT-4
Demand (P40),0.0,0.1505963082308881,0.1505963082308881,0.10952458769315854,0.1150008158874698,0.08214344002772123,0.08214344002772123,0.09035778424004093,0.0,0.13690573745407164,0.12869139364920557,0.1150008158874698,0.09583401345298626,0.10952458769315854,0.0,0.05476229384657927,0.13142950413748622,0.0,0.0,0.0,0.0408509045955725,0.04107172001386061,0.08214344002772123,0.10952458769315854,0.12870400864630938,0.0,0.0,-1.9548070980235934,7.351030895108579e-07,6.448157900962315e-07,-2.666924636685053e-08,75.8,CAT-2
Pressure (P1),968.2107162475586,983.4883804321289,983.6283226013184,949.5796546936035,923.4106864929199,1006.3121376037598,991.1469497680664,976.0756530761719,930.6173210144043,945.2766952514648,930.3235130310059,930.787769317627,892.5955963134766,877.4522666931152,1159.9033851623535,909.6006927490234,990.9094848632812,877.3799438476562,826.7699241638184,873.1796951293945,893.1914863586426,893.6422500610352,892.6685943603516,881.2833442687988,815.536750793457,858.2547340393066,858.254768371582,0.0,102.86998748779297,184.78033018112183,25307.131034374237,93.42,CAT-1
Pressure (P10),1038.98046875,1039.1855850219727,1039.040210723877,1004.6160202026367,977.8289260864258,1065.0505027770996,1047.1801986694336,1031.3288688659668,985.5468635559082,1003.072868347168,985.7026863098145,985.4993438720703,947.3564147949219,932.1191749572754,1214.058277130127,962.6232643127441,1059.3560485839844,932.1059913635254,826.7699241638184,950.815559387207,947.3147125244141,947.3190498352051,947.325138092041,935.8350372314453,883.9833145141602,909.312198638916,896.8241271972656,0.0,102.86998748779297,218.71541023254395,26817.73617362976,99.0,CAT-1
